,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9
Time (raw),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts)
0.002753726,0.0931,0.0931,0.0674,0.0674,0.0642,0.0176,0.0215,0.0835,0.0835
0.002763842,0.0899,0.0963,0.0674,0.0674,0.0642,0.0176,0.0215,0.0835,0.0835
0.002773958,0.0931,0.0963,0.0674,0.0674,0.0642,0.0176,0.0286,0.0835,0.0835
0.002784073,0.0931,0.0963,0.0674,0.0674,0.0642,0.0176,0.0215,0.0835,0.0835
0.002794189,0.0931,0.0995,0.0674,0.0674,0.0642,0.0247,0.0215,0.0835,0.0835
0.002804305,0.0931,0.1027,0.0642,0.0674,0.0674,0.0247,0.0215,0.0835,0.0835
0.002814422,0.0931,0.1027,0.0642,0.0674,0.0674,0.0176,0.0215,0.0835,0.0835
0.002824537,0.0931,0.1059,0.0642,0.0674,0.0674,0.0176,0.0215,0.0835,0.0835
0.002834653,0.0931,0.1059,0.0642,0.0674,0.0674,0.0176,0.0215,0.0835,0.0835
0.002844769,0.0931,0.1091,0.0642,0.0674,0.0674,0.0247,0.0215,0.0835,0.0835
0.002854885,0.0931,0.1123,0.0642,0.0674,0.0674,0.0176,0.0215,0.0835,0.0835
0.002865001,0.0931,0.1123,0.0642,0.0674,0.0674,0.0247,0.0286,0.0835,0.0835
0.002875116,0.0931,0.1156,0.0642,0.0674,0.0674,0.0247,0.0215,0.0835,0.0835
0.002885232,0.0931,0.1188,0.0642,0.0674,0.0706,0.0247,0.0286,0.0835,0.0835
0.002895348,0.0931,0.122,0.0642,0.0674,0.0674,0.0176,0.0215,0.0835,0.0835
0.002905464,0.0931,0.1252,0.0642,0.0674,0.0674,0.0247,0.0215,0.0835,0.0835
0.002915579,0.0931,0.1284,0.0642,0.0674,0.0706,0.0176,0.0215,0.0835,0.0835
0.002925696,0.0931,0.1316,0.0642,0.0674,0.0674,0.0176,0.0286,0.0835,0.0835
0.002935812,0.0931,0.1348,0.061,0.0674,0.0674,0.0247,0.0215,0.0835,0.0835
0.002945928,0.0931,0.1348,0.0642,0.0674,0.0674,0.0176,0.0286,0.0835,0.0835
0.002956044,0.0931,0.138,0.061,0.0674,0.0674,0.0176,0.0215,0.0835,0.0835
